LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
493453,2,1,2,36,8,-1,5,-1,3,-1,437685,469380,153716,393050,50441,230635,44338,39499,48211,41500,4748,27661,0
193392,2,1,1,53,-1,8,-1,8,6,-1,207746,266964,143989,60775,293679,236265,36595,5723,20571,45314,16759,47099,0
191614,2,4,1,60,6,-1,6,5,-1,6,201388,297973,457516,58201,226091,170408,28046,5994,17366,5613,5721,32134,1
408271,2,2,1,48,-2,8,2,-1,4,5,18103,15680,433891,102227,387275,477333,11221,46127,22225,22014,41711,16655,0
474151,1,2,1,28,6,6,7,6,3,-2,275570,85134,185073,42146,104542,348342,25511,4070,605,46594,24814,523,1
493140,1,3,1,32,6,0,3,6,2,1,354340,316466,35577,310015,226578,269599,26041,34421,6655,7260,31063,49083,1
379155,1,3,1,25,5,5,0,0,1,-2,57219,209935,447053,73676,78122,255257,29520,11337,42483,14595,26995,24649,1
194367,2,4,1,25,5,8,0,1,1,-2,152716,254081,444094,79981,478763,79648,3004,1759,48901,15213,35512,46924,0
50915,1,4,3,39,8,6,7,5,3,1,390628,31485,427373,7114,389369,186093,48645,2981,7897,1502,15956,27467,1
390801,1,4,3,22,-2,5,5,6,1,-1,182959,417067,422540,391045,368361,336386,23271,18676,26775,1813,6874,30273,1
283618,2,1,3,36,8,1,8,0,2,0,120801,392252,240127,406148,345103,462285,46326,3879,48316,47639,881,35595,1
217868,2,4,3,68,5,-2,7,2,3,8,336100,92676,88715,81011,211668,408232,490,29831,7829,28554,22284,16048,1
454113,1,4,1,31,7,1,7,8,2,6,98379,317164,238744,369762,461641,150194,12377,32362,9315,15332,45391,34949,0
64486,1,3,3,67,0,6,-1,5,4,-1,447826,409157,247298,216772,36458,216978,5199,18673,46340,18933,15263,26339,1
251386,1,4,1,66,8,-1,8,0,6,1,52799,320427,244965,119797,401629,41458,38480,37143,35284,35742,9797,33623,1
15563,1,1,3,64,4,0,-1,4,7,-2,353274,155199,269386,310692,107616,51086,16006,24502,7598,18325,46302,41791,1
239643,1,1,2,20,8,7,2,8,4,-1,249774,328055,128828,89242,162013,235115,42024,21511,19674,11388,5272,9211,1
37588,1,3,3,36,-2,5,3,5,4,2,434964,105230,183120,378441,259714,265109,41619,20349,2813,5091,2590,30677,1
68220,2,4,3,22,-2,3,-1,7,1,7,63097,159127,217093,23807,391327,132013,33389,21555,21633,36446,43970,2605,1
67587,2,4,1,45,7,5,2,8,-2,-2,338947,120034,65560,479565,419267,321391,33289,48394,38895,9028,35045,5105,1
328113,2,1,3,34,2,4,4,0,5,8,286027,278462,227682,35937,291866,351690,35007,34070,27698,3482,21103,33729,0
375561,1,4,2,55,2,2,7,-1,1,4,240045,54113,405234,289724,201517,149558,33688,15760,32372,21347,37617,3546,1
295850,2,4,1,51,5,6,7,7,-2,1,245703,466655,414029,451097,473251,379212,19345,36692,16341,1978,37071,29767,1
481464,1,4,1,51,4,1,5,4,2,3,360988,166756,205781,5952,123260,102802,34141,16513,8069,48249,2003,11000,1
193686,1,2,3,23,5,3,4,6,5,5,468870,109485,259404,249257,401547,272125,44870,6285,655,31364,33812,15204,1
149998,2,3,1,37,3,-1,5,-2,1,3,45625,248274,16825,175003,306024,402140,16628,23768,41065,7634,32043,6481,1
435613,1,2,1,68,3,-1,6,0,5,-1,9751,138498,337216,290166,188447,268504,47244,37551,31832,8622,48188,12433,0
119561,1,3,1,38,-1,-1,2,2,5,-2,402852,267452,202302,112728,683,453981,679,18882,11466,28491,48331,41064,1
481979,2,1,1,62,3,7,2,0,0,5,54084,174254,222738,32449,223299,29250,17454,43458,20921,17828,18889,31943,1
15955,2,4,1,54,2,4,8,-2,6,5,493348,66033,436836,312966,138359,294156,6604,19347,40072,38713,29492,47487,0
485240,2,3,1,59,0,-1,7,4,0,6,309674,132947,230917,208424,52173,280877,6330,17491,26935,27290,7067,2437,1
31148,1,2,2,33,3,-1,1,4,-2,3,325433,219219,10596,311242,37579,330176,40771,49912,15007,21666,3322,39620,0
446660,2,4,3,52,5,6,6,7,-1,-2,99445,15146,113745,105269,173779,416703,45918,24123,13359,48149,21638,34953,0
268573,2,1,2,33,6,4,2,5,3,6,120156,385321,237810,169370,307378,362926,38887,40261,10880,19536,34494,13044,1
496552,1,3,1,53,-2,8,-1,2,7,0,329675,310912,212198,280840,418759,395141,48830,40249,41186,20030,28388,36458,1
46160,2,3,1,23,0,0,7,7,-1,8,454863,300679,430185,296556,91781,144408,10816,46318,29093,33288,21482,35827,1
281388,2,3,3,43,0,0,5,2,3,3,491195,273024,271068,186157,212321,193748,7039,4244,35457,40473,40905,22967,1
484958,2,4,2,48,8,4,4,2,-2,7,99015,295156,344817,140026,195978,313388,26035,13561,43006,31310,39721,34431,1
266317,1,2,3,38,5,2,5,-2,8,7,67059,467325,234661,136850,256697,276730,41451,38387,49343,34930,36597,22229,1
318405,1,2,2,25,-2,7,0,7,-2,8,28200,4284,219827,87349,404793,480551,1991,28130,12474,18646,3851,16777,1
350916,1,3,1,52,2,3,1,2,2,6,434148,23899,223143,162702,276822,93417,49778,27980,9045,23974,39823,23324,1
232725,1,1,3,68,0,5,2,3,7,8,147357,95746,205460,99720,423327,175639,30112,8310,23099,9851,45971,44756,0
317503,2,1,3,59,-1,6,3,-2,8,0,906,83650,269291,316907,259275,286377,48947,14057,1753,34012,2972,19229,0
296314,1,2,1,38,5,-2,-2,8,6,2,111909,90597,125221,284533,301923,433981,18254,26066,39585,11072,20083,20184,1
451567,1,1,3,20,0,0,1,4,5,2,170220,335971,445527,191294,218691,464674,22901,13859,44187,62,49417,30420,1
32268,2,2,2,24,4,8,8,-2,0,7,495493,229741,166542,162915,411547,168018,37618,10514,34301,46688,29961,37649,0
147671,2,3,2,46,8,4,7,8,0,4,261770,495889,73761,118807,461913,33554,39635,4387,13399,15300,25678,36731,1
475701,2,2,2,35,-2,3,2,-1,-2,1,102356,113442,48275,267729,319572,210809,11651,7786,6157,9831,8872,989,1
446229,1,2,2,25,3,4,4,-1,0,8,167409,155415,6711,459451,410391,197172,46490,38443,19107,13407,28274,34370,1
233271,1,3,1,59,0,5,2,2,8,1,165153,492120,211428,342851,29501,493243,43371,35938,41666,16522,21952,22527,1
313864,1,1,3,32,5,3,-2,7,-2,4,9862,415879,93805,372207,453055,215530,910,2291,17391,23727,6372,26204,1
145916,2,2,2,67,3,0,8,4,5,6,67591,234899,10823,417188,94462,152861,6428,10164,1712,3467,23216,28083,1
102179,2,2,1,54,-1,-1,4,-2,-2,8,347598,277298,260009,175817,128260,182688,24804,28022,13714,2633,8219,36585,1
237212,1,3,3,38,3,4,5,7,2,1,60125,421588,339989,31437,26665,198463,23047,16131,49497,14645,36533,41566,1
183142,2,1,3,31,4,8,4,-2,6,1,115367,240490,42875,311279,482700,410770,35419,41162,33833,14788,48682,32313,1
295991,2,2,1,35,2,-2,8,-2,4,3,175368,103011,230460,94336,426005,40507,4485,39249,45042,5882,23478,28195,1
48089,2,3,1,62,0,0,1,3,1,3,378867,414222,371814,284521,456592,158253,32242,44579,38743,20239,31618,18688,0
487453,1,2,2,29,1,8,5,-1,8,4,291200,268886,492903,369755,423608,483159,30818,28146,26985,14201,21548,6893,1
493243,2,4,3,44,1,1,2,-2,6,-2,344499,76521,333595,391819,239765,76551,11680,17603,7434,1302,6922,47928,1
352099,2,3,3,39,3,-2,7,3,6,8,283506,252792,122419,150919,462040,371300,27119,30303,17432,44286,48527,23092,1
272687,1,1,1,50,7,2,6,-1,-1,0,341796,206601,358276,256216,484736,178196,11110,4456,29187,44300,6478,28310,1
161668,1,1,3,23,-2,7,7,3,7,6,1421,438421,298964,310482,251283,290892,7346,479,43531,10459,5581,37553,0
408759,2,1,2,63,8,0,2,7,7,3,465449,63027,105899,409740,87812,49774,28656,854,13433,8143,22958,3420,1
345518,2,1,3,42,1,-1,-2,5,8,3,55460,437604,425555,380694,329311,153205,48873,20377,6061,27364,32944,42750,1
89682,1,2,1,21,7,0,6,-1,3,2,203124,256105,213702,493987,487719,250432,11846,11403,27941,31537,17746,39851,0
456354,1,2,1,41,1,5,2,8,1,8,385519,202182,480988,4042,436073,115850,17766,7866,8825,47877,9625,38721,1
413043,2,1,2,56,7,3,3,6,5,0,217615,80983,361450,218744,430907,270934,12828,30766,30518,18867,40948,1099,0
475401,2,1,2,27,-2,4,1,5,8,8,473421,350408,322281,128022,466909,109879,13322,49754,13176,30910,18155,26325,1
365602,2,1,3,26,6,3,3,7,4,2,233794,463403,364176,59946,446976,325050,20209,8887,11548,43909,9716,2713,1
310573,2,2,3,33,1,3,5,-2,4,-2,437469,187688,239048,455757,388140,452177,35092,27321,19959,22497,18254,27543,1
214939,1,1,1,22,4,0,0,4,8,0,405414,120792,252613,498981,359136,42744,1940,5986,29659,6117,10727,35922,0
467036,2,1,2,69,0,5,2,7,7,1,490493,277433,425603,90298,132383,108308,47856,46711,27265,18872,25972,6092,0
434371,2,4,2,35,7,4,-1,3,6,2,463273,398092,340464,19216,310670,422211,2313,14587,12236,6828,33414,34744,1
32157,1,4,2,38,0,4,-1,3,2,7,449061,1883,448621,137527,260744,315776,44062,43916,44555,831,39977,22476,0
22919,2,1,3,37,5,3,4,3,3,6,365802,315688,445413,417430,430972,39354,44718,14153,5494,37577,11378,40577,0
194467,1,3,2,35,5,2,7,3,-2,1,183499,298258,488245,146945,245856,243175,26224,40302,1973,11921,8347,26679,1
407171,2,1,1,27,8,7,7,7,3,0,53062,159076,350107,28450,63871,104879,6849,10469,30135,100,980,16806,1
493765,2,4,1,52,-2,5,8,4,-1,7,344322,225711,251150,26246,2486,99548,28257,14639,6170,43621,11404,16599,1
83704,1,3,3,68,7,2,7,0,3,-2,489327,123481,83155,213711,338936,470322,31431,9623,25244,22189,1195,44874,1
301124,1,3,3,31,-1,6,3,3,6,7,363302,394942,352690,465912,274954,380770,42887,13212,47588,11942,17273,22643,1
196636,2,1,2,30,5,6,1,0,5,3,464364,317267,145788,142960,165481,348115,27544,41743,34929,13139,7284,20287,1
485258,2,4,3,24,-2,-2,2,4,6,4,402152,266355,141473,213578,84486,119464,20535,31951,30872,12026,28994,1993,0
422638,2,4,1,46,5,3,-2,4,7,7,81557,196263,119143,50966,233357,59286,41914,20293,28740,9727,19186,18216,1
420781,1,3,2,31,5,4,4,5,5,5,124601,145692,437561,246786,50143,435416,49047,48576,8976,42061,4679,42481,1
239659,2,1,1,36,-1,0,5,-1,0,-2,170932,411368,433982,348273,168054,2939,32255,23243,21632,8516,19993,38049,0
213261,1,2,2,25,1,4,6,6,5,1,84130,225703,315485,135575,189605,194048,43719,48487,17126,28092,10467,11045,1
143969,1,2,3,52,3,8,5,2,3,8,290825,250723,236490,148355,232809,138806,29936,9829,47653,3866,34008,20652,1
37623,2,4,2,24,8,8,2,6,3,2,487725,260414,336057,420987,233310,285188,34489,45231,12116,47476,18221,9828,1
433713,1,2,2,47,6,4,0,7,3,-1,380729,224183,303614,5181,128502,125254,34408,691,23575,30165,7351,47710,1
408321,2,4,1,33,5,8,7,2,0,-2,211693,128044,207867,318235,425105,155602,35239,27265,46903,45157,17480,29905,0
499861,2,4,1,24,5,-1,8,4,7,5,2252,60170,189815,196942,177771,425019,16050,21152,39459,19893,11218,37717,1
498352,2,4,2,52,4,4,6,8,-2,3,156638,49268,191397,149190,114793,301594,28783,26254,48225,40533,39788,35690,1
282161,2,2,3,69,6,-2,3,6,1,2,263379,378731,294566,328796,87904,72841,29706,27672,30416,42682,49168,43684,1
386803,2,4,3,67,-1,2,2,1,7,6,162125,111763,323834,417334,161289,363235,15753,19451,16689,35147,1274,47466,1
472935,1,3,1,60,0,6,0,-1,3,8,55517,27836,225870,279196,33776,103729,17492,49909,41332,4647,34501,1622,1
426327,1,1,3,38,7,4,3,6,8,8,221382,398758,484345,15547,16453,216502,38112,48825,14572,804,13197,48765,0
131200,2,1,1,41,5,4,0,-1,7,-1,126626,77030,41922,230700,302571,323303,29136,48087,8238,8427,3320,43527,0
230766,2,4,3,24,3,8,7,0,-1,7,454616,312573,173523,231379,309573,135964,7460,48954,35314,5904,717,19147,1
73288,1,1,2,21,7,-1,3,7,4,5,50877,169321,209537,271899,264794,192053,41881,39650,31947,36256,44050,41853,0
477485,1,2,1,49,6,5,1,-1,4,8,24576,63240,8460,335479,381142,367074,44155,49429,43947,27850,17680,36827,1
307025,1,2,1,66,7,0,-1,0,8,7,2657,207240,182478,9659,19575,468955,23307,44618,48096,26297,49727,39655,1
122034,1,1,2,58,1,5,5,3,1,6,164034,7404,136854,251006,467986,264622,10445,20796,42859,12643,22118,11034,0
339133,2,2,1,23,5,0,1,0,1,-2,330193,420522,253018,294153,47532,4985,47380,39238,3001,7730,9379,32428,0
312882,2,1,3,52,7,7,6,7,-2,4,365206,256748,168205,171676,337011,169231,44113,45603,33225,10327,38857,1296,1
185499,1,1,3,32,0,4,4,5,-1,5,226630,69580,363091,334182,66698,199317,12219,35630,39236,20013,46324,42411,0
65643,2,1,1,39,0,-1,-1,8,6,0,342164,118490,254966,114088,439952,169586,4779,21139,49096,37007,40781,47552,0
339070,1,4,3,26,5,1,1,3,7,1,179957,223987,64881,158686,255356,218134,22032,3289,18733,12725,37259,33106,1
264950,2,1,1,34,2,8,2,4,5,0,333903,94434,375030,481377,41146,316333,33819,40484,8494,34930,16734,25633,1
388436,1,4,2,42,0,3,0,-2,5,4,20297,134299,49614,174035,308362,60564,8769,47637,42646,24575,3224,36286,0
264880,2,1,1,33,7,8,6,0,6,6,195376,267192,419524,173250,4554,136315,25660,18123,15873,44272,10064,16318,1
427568,1,1,2,42,8,6,2,0,4,0,395424,416304,465711,297840,388011,253824,21270,7595,29910,11645,22340,31319,1
280434,1,1,3,38,-2,2,-1,-1,6,3,401503,200919,161222,485487,325292,157786,44527,16325,19494,22542,47809,35948,0
284859,2,2,2,48,0,6,8,4,7,5,358074,358487,463071,491540,106312,495542,21478,29131,20116,4833,36142,7134,1
439560,1,4,3,39,6,2,0,6,-1,3,102119,438342,396504,289828,187375,215715,26688,15846,36623,16757,41414,7003,1
207706,2,4,1,48,2,7,6,1,3,-1,123602,108150,461217,543,3903,434899,47764,30530,18073,25344,13864,35806,1
75667,2,1,3,43,7,5,4,2,0,4,498044,403595,333135,450328,346841,448254,14984,48342,34653,36637,34191,21589,0
24103,1,1,1,37,-1,-2,-1,0,8,-1,51689,378701,117822,285118,161334,418003,14449,33536,716,9903,43121,44460,0
380017,2,2,1,29,4,4,6,8,3,-1,90331,178468,447261,182998,285794,23449,39979,18132,16232,10904,23970,15596,1
313951,2,2,2,60,-1,1,1,6,0,-1,65013,494759,92132,414597,478363,473873,13876,46787,15952,31578,21494,2121,1
354999,2,2,2,27,1,2,6,1,5,8,163827,131286,106530,199916,149733,64371,41593,28281,37441,19122,35970,32493,1
114352,2,4,2,45,4,3,-1,2,8,-2,105087,127401,135531,17022,495118,17201,4776,6418,15727,24104,27995,34211,0
76822,2,4,2,48,1,2,7,-2,1,8,248843,386129,152123,410536,316364,207184,5563,24949,31666,41806,49658,27679,0
17126,1,4,3,29,4,-2,1,8,7,-2,238010,217328,257239,272929,121044,97317,45066,32681,34426,24954,21255,34166,1
181787,2,1,3,36,4,6,2,-1,3,4,450752,165397,356728,169071,218388,92098,27040,41912,32921,32624,8797,26187,1
299059,2,4,3,21,-2,-1,-1,6,6,2,17369,89331,463104,125446,370226,143909,35940,46823,30164,32838,23596,34631,1
202199,2,3,1,25,3,6,7,-1,-1,8,159939,382666,44218,296898,223238,124202,11264,15870,20680,40180,11760,2196,1
224362,2,3,3,24,6,7,-2,2,-1,0,298328,393160,477184,104024,34253,342397,8313,7775,18665,31906,28062,18419,1
453037,2,2,3,47,-1,-1,4,5,4,-2,302400,283282,460661,161925,84301,93388,41747,3691,28229,3240,6289,10540,1
180645,1,4,3,60,0,6,7,0,-1,8,240063,478656,26999,318265,395648,271559,17931,36917,3185,17108,47498,4966,1
261854,2,3,2,24,7,3,-2,3,-1,7,407832,159081,180160,440772,324186,493213,22751,39757,43790,49465,42991,11704,1
393989,1,2,3,37,2,8,8,1,1,3,31361,109809,406571,266445,284912,216191,1398,20468,41265,9825,7778,9565,0
204305,1,4,1,45,6,6,8,8,6,8,407743,338733,305788,379553,83810,320936,19294,19796,17319,29336,8619,48656,1
314822,1,1,2,39,1,3,5,4,5,-2,247377,379204,389546,381530,418878,484685,38521,47711,28340,42147,25621,14327,0
432558,1,3,1,60,-2,3,0,7,-1,6,66880,112452,359516,332176,480370,68819,41063,45834,46611,29327,38644,11547,0
475265,2,1,3,68,1,8,7,0,5,-1,442850,38305,248385,122919,20443,209303,34937,11663,13581,18613,10953,41743,1
82066,1,4,2,46,3,-1,3,3,1,-2,324614,405258,20609,433394,39015,425096,34608,39040,37122,4011,3048,20955,0
464027,1,3,1,68,2,5,4,7,-1,4,81772,488250,292134,218137,442362,466152,25311,31135,4136,18083,27276,21073,1
251136,2,4,3,31,-2,0,7,6,8,3,16824,322336,24283,22105,407776,300618,26916,7711,26168,9103,34579,22179,0
136539,2,1,1,26,1,4,-2,8,7,3,70554,138933,301863,122306,308967,71710,37131,17838,44198,48043,12218,20826,1
234976,2,3,1,22,3,2,3,7,4,2,304398,498336,400205,382774,472482,450735,12365,8873,27585,35751,36988,16328,1
490215,1,1,1,29,7,0,4,-2,3,8,89648,446633,292495,34566,323215,87223,11575,14757,30812,37469,47532,14316,1
251382,2,4,3,53,7,-2,3,0,7,1,112881,256690,498510,73682,107992,176438,47496,30765,45381,21798,6853,44097,1
171088,2,4,3,44,1,5,1,-1,2,8,12569,412660,227933,347113,364321,187753,1384,18763,35768,5498,25551,8085,0
320366,1,1,1,54,6,0,-2,5,8,1,361465,407910,374413,446300,322855,223645,6973,19702,34793,13335,2842,9053,0
127671,2,3,2,35,2,-1,8,4,-2,0,405182,467399,333606,316866,492872,395082,28516,26982,29319,12985,10333,28585,0
47173,2,1,2,21,5,-2,6,-1,-1,7,398424,420461,495715,111145,106947,401072,36891,4361,31649,24338,4490,17182,1
73151,2,4,3,43,6,1,1,3,5,5,63784,321839,356609,26706,298942,359827,26894,36939,40185,23048,20200,21076,1
72742,2,1,3,29,7,5,4,0,-2,4,451650,304651,82015,307563,390083,11064,17753,20085,48961,21670,41041,40327,1
84432,1,4,3,57,2,0,4,5,0,6,336139,233678,477758,23699,169491,282422,48898,24019,39766,24798,28856,45181,0
78025,2,1,3,41,3,-2,-1,7,-1,-2,448764,313242,333888,306361,189839,373746,35192,48714,35376,49351,11129,39527,0
324028,2,3,3,45,-2,1,-2,0,2,4,223580,397608,29669,112789,443950,222312,41569,17218,6777,14917,2005,11746,1
99121,1,3,2,62,8,6,5,7,1,7,218477,484518,328784,452328,202097,472468,2012,32410,40854,30763,27669,48998,1
179376,2,1,3,58,4,-2,5,6,4,1,392268,233643,441559,237546,312366,411905,11796,19625,36799,11975,6639,18158,1
449426,1,1,1,46,1,8,4,-2,2,4,46648,286826,288520,111969,444619,319077,18708,44714,38521,23330,17136,8453,1
242241,2,3,1,48,8,-1,5,2,5,-2,260437,222402,177009,426572,104913,31212,9130,42337,11554,10002,25509,24974,1
337103,1,4,2,66,-1,6,0,0,1,2,418192,334244,410454,127017,490938,326173,3644,12081,45172,27909,45186,36264,1
94436,1,3,1,57,2,-1,8,3,3,0,415096,314960,391256,153299,350976,455789,11254,34587,4864,13250,4091,4163,0
104221,1,4,2,39,0,0,-1,7,1,2,478066,8916,272091,417138,248060,189722,26681,3258,12680,1839,33430,31714,0
30025,1,1,2,46,3,4,4,-1,-1,1,349136,270580,77180,154396,215460,419066,34787,48159,33151,40763,704,42903,0
92778,2,1,1,60,5,0,5,6,-2,-1,103885,44243,125493,205081,477182,156580,38701,17449,33685,6412,31495,13089,0
146509,1,4,3,39,4,6,-2,3,-2,8,10140,13191,369241,173832,102862,285051,2146,41592,15666,18401,27576,34656,1
96735,2,1,1,63,0,3,7,4,5,1,239707,395598,403041,58200,155841,324212,21399,15921,35075,23858,40593,19995,0
53464,1,4,1,38,5,0,6,2,1,0,256851,129324,139632,19447,153896,338997,6110,31638,19396,21624,26583,20706,0
69111,1,2,2,39,-1,6,8,6,2,-2,120131,170327,183992,362270,144503,441274,21560,49179,8,36283,17630,14040,1
235781,1,3,1,54,7,-2,1,-2,8,7,62348,32042,38815,322568,234269,117311,21698,43837,8130,29838,12137,31219,1
111103,2,2,2,66,6,7,1,2,5,5,293104,89750,356730,141183,494589,131184,24910,8018,44130,14768,4262,18049,0
188492,1,4,3,21,1,0,0,8,4,2,382127,382802,1788,147799,444393,352020,44641,27374,11134,2585,26730,41545,0
256674,2,3,3,49,-2,-2,3,7,5,1,496577,246765,23270,472502,163974,88596,40254,17426,5645,38379,44416,48145,1
348293,2,4,3,53,5,-1,-2,8,5,7,379151,440334,2172,493835,211435,232135,31836,21716,34110,17626,25737,46754,1
29262,2,3,1,41,4,5,3,3,3,2,396816,198621,322659,236717,334740,10017,44270,16759,22035,44486,36955,8156,0
401711,2,3,2,22,8,4,-1,4,7,1,308230,134350,208693,401225,8575,70489,33923,16797,39829,19752,14921,709,1
317671,2,3,3,25,2,-1,6,1,-1,0,492961,173799,148773,368342,410076,339423,40942,27127,43072,35882,22406,21923,1
50061,2,3,2,34,7,-1,-1,-2,3,2,319978,356385,456350,148658,439899,373730,28188,9598,42299,46978,16230,36444,0
438053,2,4,2,46,2,6,4,8,-2,1,430126,277502,96401,29281,428600,57659,26260,26869,15650,32557,5463,48872,1
461227,2,3,3,29,4,3,-2,5,-2,-2,472892,452095,194684,71278,187527,113854,36204,13948,25277,20674,20849,39171,1
39928,2,3,3,28,2,2,4,7,8,0,464929,301084,470155,419147,230999,49452,984,14449,32507,28369,38214,29027,1
145670,1,2,2,52,5,7,2,1,0,7,190707,246509,213553,365606,6194,216706,34518,36937,16099,27172,19748,1317,1
405038,1,1,3,51,8,3,5,0,0,7,39331,392876,277346,332167,199697,63058,46725,1479,2054,29241,32508,41277,0
376647,1,1,2,67,3,6,1,4,8,5,85936,473766,40168,65324,230213,218648,35697,19047,24783,7340,37930,8857,1
100415,1,2,2,25,2,8,7,-1,2,4,29611,177922,395083,319965,453487,366049,1839,20376,640,34925,16136,2780,1
112581,1,2,3,60,6,4,4,5,-2,-1,52698,124938,211379,386076,446993,341694,18894,24255,47532,7252,39875,42517,1
191531,2,4,1,55,8,7,3,3,7,-2,92325,308108,400257,430300,483048,140230,40479,33450,39834,730,16946,28312,1
247416,2,4,3,21,-1,7,2,4,3,0,170547,249436,126898,6615,442552,336881,47930,18484,9600,31239,12805,6427,0
312944,2,4,1,48,-2,6,1,2,4,2,271769,494592,211239,342237,4100,463856,18508,10656,14378,5845,11122,19327,1
190767,2,2,2,23,5,1,4,6,7,7,355841,231180,393274,9548,320730,173762,42059,44243,49141,38520,9995,4277,1
236642,2,2,2,20,0,-1,2,2,8,8,105463,37165,486938,353436,34118,164559,43190,49051,18677,43298,36856,31900,1
376260,2,3,1,38,8,5,2,8,0,-2,336261,488684,29812,317810,136297,285719,6164,1000,39186,47236,44375,14121,1
27974,2,4,2,45,4,1,-2,2,1,0,352129,421793,406228,74173,289153,122750,42289,27323,22340,33223,11532,43304,1
133694,1,4,1,44,7,6,-1,0,7,0,279311,89125,150344,383060,350306,325789,16212,17085,43204,24100,4262,17889,1
359541,1,4,1,29,8,1,2,8,8,2,451808,452302,275371,34173,327316,416130,29661,13849,35187,17614,15688,24731,1
448651,1,1,2,34,5,5,0,-2,7,0,55497,170333,145046,413199,24529,229659,26948,16785,1145,24546,32892,3176,1
260721,1,3,1,41,3,6,-1,-1,7,6,88560,188555,306722,130964,51801,339753,33152,31943,14719,9517,18426,13779,1
270735,2,4,3,67,7,6,1,5,7,-2,214332,453195,176901,344425,64293,325942,37023,9535,27899,17421,27458,33838,1
62514,2,4,3,40,6,7,1,-2,7,1,63356,265057,166807,461844,45707,19332,22044,45643,46308,35896,37215,36813,0
229232,2,4,2,41,4,1,1,4,0,7,283148,68881,18969,169913,89117,91708,44415,23305,5101,10871,20423,12141,1
270982,1,1,2,55,7,-2,1,2,-2,7,199200,184528,73480,251447,344243,446765,40474,16278,30058,13203,49984,25191,1
128810,2,1,1,53,2,0,0,0,5,1,142297,361048,458539,231559,415418,469446,39271,38276,15108,37466,14897,40876,1
141929,2,2,1,49,5,6,4,8,7,-2,84994,87092,499138,78805,204406,390219,22912,817,44466,8891,48912,18995,1
194869,2,3,1,44,-1,1,6,4,7,-1,167669,295115,390260,295156,346390,460624,1878,21592,38258,12294,10151,6688,0
19834,1,2,1,64,4,2,2,6,-1,8,303979,347637,143406,371500,100008,153074,24612,17765,18485,877,5546,21593,1
167818,2,3,3,47,1,4,1,-1,-2,-2,287892,171926,201222,458437,486640,123855,44922,16910,8355,36002,37541,30031,1
113609,1,1,3,20,6,2,8,5,5,3,81812,346940,369751,425401,174998,192150,9522,16853,574,30895,35115,369,1
170473,1,4,2,68,-2,1,-1,6,4,0,62459,442103,484256,255009,422933,27670,49129,1563,31056,34719,40558,17428,1
68683,1,2,1,64,4,-1,-1,8,4,4,13338,236058,227735,359508,472683,404935,40384,7605,20306,10716,17179,30371,1
446358,1,4,1,23,3,-1,2,0,1,2,6212,191454,414761,400391,432356,492087,35491,7094,15737,34368,46540,47595,1
300860,2,2,2,26,5,1,4,-1,8,6,439905,125579,487534,246744,33533,412014,33857,49430,49275,29818,5974,20427,1
342760,1,1,1,68,2,7,7,4,6,4,22544,302102,436736,57713,325153,277487,29351,1108,23307,18306,1513,8148,1
396693,1,1,1,28,-2,7,7,2,3,1,365610,439926,113574,218965,60045,147640,36033,8353,37491,21891,15028,26710,1
254236,2,1,1,55,-2,6,6,2,-1,2,435992,162330,4015,421239,2831,98848,21095,48708,8870,28396,39866,14287,1
52590,2,2,1,38,6,5,4,7,-2,2,49028,198117,246040,298320,25891,182031,42264,31412,672,24664,33649,10738,1
273182,1,3,1,20,7,0,2,2,-2,8,218150,203312,265680,362229,458074,333484,34817,22533,20878,32091,21810,29520,1
297552,2,2,2,29,3,6,7,1,6,2,481151,280406,100625,92634,454231,223530,38562,3938,33283,9048,12812,45794,1
375265,1,3,1,55,7,2,7,2,1,7,417069,114204,142337,482168,112912,467029,39624,33483,25329,27035,2963,41761,1
221513,1,2,2,28,2,8,7,1,2,6,244852,411105,382576,202040,273530,427110,4603,6890,44523,22513,16875,9114,1
72514,1,2,1,64,-2,0,3,3,0,7,381285,147801,235173,326817,477514,51200,2782,33559,21698,23051,23000,38293,1
149050,1,1,3,65,3,2,8,1,1,0,416688,352681,158677,9436,248353,65762,40049,48958,15550,23469,34351,11493,0
187910,2,4,3,61,3,7,0,-1,5,3,174013,256607,311313,63659,196788,338119,12969,26598,45802,44073,32298,14535,1
326499,1,4,3,51,0,1,2,6,1,5,446076,292948,326379,391017,241624,115384,29098,10704,20340,40931,47367,46002,1
289681,2,3,3,51,5,5,5,-1,6,8,235236,89804,384697,483984,395107,395514,22185,31264,13482,31478,5019,45552,1
184487,2,4,2,25,-2,2,-2,6,6,6,263903,367511,78354,160027,238638,295679,1101,25646,4883,35824,16817,8431,1
493392,2,2,2,67,-2,7,-2,7,3,4,499853,94310,370758,18590,391638,114915,2014,26657,39665,2140,24078,3209,1
306829,2,2,1,57,3,5,4,3,-1,0,421651,56736,299714,180433,215848,239343,41356,23905,41254,37199,33534,14655,1
126241,1,1,3,36,7,6,2,6,7,-2,180885,273339,28785,8734,126002,203038,30383,33687,1664,24308,24772,29088,0
