LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month,PAY_MEAN,PAY_STD,PAY_MAX,PAY_MIN,BILL_AMT_MEAN,BILL_AMT_STD,BILL_AMT_TOTAL,PAY_AMT_MEAN,PAY_AMT_TOTAL,AGE_BINNED,PAYMENT_RATIO,CREDIT_UTILIZATION
420781,1,3,2,31,5,4,4,5,5,5,124601,145692,437561,246786,50143,435416,49047,48576,8976,42061,4679,42481,1,16320.666666666666,21836.356028560735,49047,4,240033.16666666666,164633.17617469045,1440199,32636.666666666668,195820,1,0.13596732118260327,3.4226806818667606
239659,2,1,1,36,-1,0,5,-1,0,-2,170932,411368,433982,348273,168054,2939,32255,23243,21632,8516,19993,38049,0,11974.083333333334,14295.549768170597,38049,-2,255924.66666666666,169317.46128933856,1535548,23948.0,143688,1,0.09357441121990744,6.407220258757621
213261,1,2,2,25,1,4,6,6,5,1,84130,225703,315485,135575,189605,194048,43719,48487,17126,28092,10467,11045,1,13246.583333333334,17762.798353752165,48487,1,190757.66666666666,78999.7783988453,1144546,26489.333333333332,158936,0,0.13886379402825325,5.366879082413724
143969,1,2,3,52,3,8,5,2,3,8,290825,250723,236490,148355,232809,138806,29936,9829,47653,3866,34008,20652,1,12164.416666666666,16749.221558347304,47653,2,216334.66666666666,60068.19055928576,1298008,24324.0,145944,3,0.11243690331637984,9.015885364147726
37623,2,4,2,24,8,8,2,6,3,2,487725,260414,336057,420987,233310,285188,34489,45231,12116,47476,18221,9828,1,13949.166666666666,18413.79451208613,47476,2,337280.1666666667,99069.44526223344,2023681,27893.5,167361,0,0.08270127554684621,53.788400710900554
433713,1,2,2,47,6,4,0,7,3,-1,380729,224183,303614,5181,128502,125254,34408,691,23575,30165,7351,47710,1,11993.25,17200.21316001636,47710,-1,194577.16666666666,135985.718719896,1167463,23983.333333333332,143900,2,0.12325872425924997,2.691786965106668
408321,2,4,1,33,5,8,7,2,0,-2,211693,128044,207867,318235,425105,155602,35239,27265,46903,45157,17480,29905,0,16830.75,19128.235265867148,46903,-2,241091.0,111237.06112802513,1446546,33658.166666666664,201949,1,0.13960772764907606,3.5426686356970554
499861,2,4,1,24,5,-1,8,4,7,5,2252,60170,189815,196942,177771,425019,16050,21152,39459,19893,11218,37717,1,12126.416666666666,14898.351809136066,39459,-1,175328.16666666666,145770.55164527116,1051969,24248.166666666668,145489,0,0.13830160394447147,2.10452305740575
498352,2,4,2,52,4,4,6,8,-2,3,156638,49268,191397,149190,114793,301594,28783,26254,48225,40533,39788,35690,1,18274.666666666668,19853.11563976951,48225,-2,160480.0,84221.91859842662,962880,36545.5,219273,3,0.22772619641053118,1.932128294855981
282161,2,2,3,69,6,-2,3,6,1,2,263379,378731,294566,328796,87904,72841,29706,27672,30416,42682,49168,43684,1,18612.0,20369.26794328786,49168,-2,237702.83333333334,127826.99920035152,1426217,37221.333333333336,223328,4,0.1565876721423482,5.054621297751799
386803,2,4,3,67,-1,2,2,1,7,6,162125,111763,323834,417334,161289,363235,15753,19451,16689,35147,1274,47466,1,11316.416666666666,16119.55794824938,47466,-1,256596.66666666666,127054.57220055746,1539580,22630.0,135780,4,0.08819288377343938,3.9802690258245663
472935,1,3,1,60,0,6,0,-1,3,8,55517,27836,225870,279196,33776,103729,17492,49909,41332,4647,34501,1622,1,12459.916666666666,18724.71117125628,49909,-1,120987.33333333333,106674.793794348,725924,24917.166666666668,149503,4,0.20594855659792768,1.5349339761245522
426327,1,1,3,38,7,4,3,6,8,8,221382,398758,484345,15547,16453,216502,38112,48825,14572,804,13197,48765,0,13692.583333333334,19890.013439633163,48825,3,225497.83333333334,192300.75450025324,1352987,27379.166666666668,164275,1,0.12141653984840843,3.1735897562125466
131200,2,1,1,41,5,4,0,-1,7,-1,126626,77030,41922,230700,302571,323303,29136,48087,8238,8427,3320,43527,0,11729.083333333334,17977.03208621456,48087,-1,183692.0,118798.35312494867,1102152,23455.833333333332,140735,2,0.12769109886827978,8.400548780423776
230766,2,4,3,24,3,8,7,0,-1,7,454616,312573,173523,231379,309573,135964,7460,48954,35314,5904,717,19147,1,9793.333333333334,16377.065073579039,48954,-1,269604.6666666667,115087.49267347285,1617628,19582.666666666668,117496,0,0.07263474667842505,7.009819470775548
73288,1,1,2,21,7,-1,3,7,4,5,50877,169321,209537,271899,264794,192053,41881,39650,31947,36256,44050,41853,0,19638.5,20726.086059930283,44050,-1,193080.16666666666,80515.09600669098,1158481,39272.833333333336,235637,0,0.2034016958411891,15.807239929922947
477485,1,2,1,49,6,5,1,-1,4,8,24576,63240,8460,335479,381142,367074,44155,49429,43947,27850,17680,36827,1,18325.916666666668,20755.264801790032,49429,-1,196661.83333333334,181757.14231734243,1179971,36648.0,219888,2,0.18635034250825966,2.4712210854739496
307025,1,2,1,66,7,0,-1,0,8,7,2657,207240,182478,9659,19575,468955,23307,44618,48096,26297,49727,39655,1,19310.083333333332,21552.22303428806,49727,-1,148427.33333333334,181364.2340602652,890564,38616.666666666664,231700,4,0.2601722054784831,2.9006237277000224
122034,1,1,2,58,1,5,5,3,1,6,164034,7404,136854,251006,467986,264622,10445,20796,42859,12643,22118,11034,0,9993.0,13317.608166361078,42859,1,215317.66666666666,154635.38749673913,1291906,19982.5,119895,3,0.09280473966364983,10.586443122321759
339133,2,2,1,23,5,0,1,0,1,-2,330193,420522,253018,294153,47532,4985,47380,39238,3001,7730,9379,32428,0,11596.75,17526.523988333694,47380,-2,225067.16666666666,164172.48834493148,1350403,23192.666666666668,139156,0,0.10304775685472925,3.9819274443832304
312882,2,1,3,52,7,7,6,7,-2,4,365206,256748,168205,171676,337011,169231,44113,45603,33225,10327,38857,1296,1,14454.166666666666,19634.40623836976,45603,-2,244679.5,89518.40939326391,1468077,28903.5,173421,3,0.11812800009800703,4.692110763787332
185499,1,1,3,32,0,4,4,5,-1,5,226630,69580,363091,334182,66698,199317,12219,35630,39236,20013,46324,42411,0,16320.833333333334,19322.51512347628,46324,-1,209916.33333333334,126096.71240546546,1259498,32638.833333333332,195833,1,0.15548496305658643,6.789783233296191
65643,2,1,1,39,0,-1,-1,8,6,0,342164,118490,254966,114088,439952,169586,4779,21139,49096,37007,40781,47552,0,16697.166666666668,20950.95940017733,49096,-1,239874.33333333334,131315.50924649634,1439246,33392.333333333336,200354,1,0.13920761287497815,21.925353807383495
339070,1,4,3,26,5,1,1,3,7,1,179957,223987,64881,158686,255356,218134,22032,3289,18733,12725,37259,33106,1,10596.833333333334,13966.854730418228,37259,1,183500.16666666666,67380.63589316048,1101001,21190.666666666668,127144,0,0.11548036741100555,3.2471200636940836
264950,2,1,1,34,2,8,2,4,5,0,333903,94434,375030,481377,41146,316333,33819,40484,8494,34930,16734,25633,1,13342.916666666666,16168.455283828183,40484,0,273703.8333333333,170327.41453496754,1642223,26682.333333333332,160094,1,0.097486151393509,6.1982374032602445
388436,1,4,2,42,0,3,0,-2,5,4,20297,134299,49614,174035,308362,60564,8769,47637,42646,24575,3224,36286,0,13595.583333333334,18775.66234860405,47637,-2,124528.5,106685.47895332336,747171,27189.5,163137,2,0.21833957688371425,1.9235369533155435
264880,2,1,1,33,7,8,6,0,6,6,195376,267192,419524,173250,4554,136315,25660,18123,15873,44272,10064,16318,1,10861.916666666666,13982.54586949116,44272,0,199368.5,138343.78967160036,1196211,21718.333333333332,130310,1,0.1089356309212096,4.5160487767875415
427568,1,1,2,42,8,6,2,0,4,0,395424,416304,465711,297840,388011,253824,21270,7595,29910,11645,22340,31319,1,10341.583333333334,12565.777409357335,31319,0,369519.0,78712.09849063866,2217114,20679.833333333332,124079,2,0.055964194894779454,5.185406765695316
280434,1,1,3,38,-2,2,-1,-1,6,3,401503,200919,161222,485487,325292,157786,44527,16325,19494,22542,47809,35948,0,15554.333333333334,18615.802106291474,47809,-2,288701.5,137027.90552985916,1732209,31107.5,186645,1,0.10774969994953972,6.176886540126458
284859,2,2,2,48,0,6,8,4,7,5,358074,358487,463071,491540,106312,495542,21478,29131,20116,4833,36142,7134,1,9905.333333333334,13203.586835906875,36142,0,378837.6666666667,147331.2528157779,2273026,19805.666666666668,118834,2,0.05228008830517017,7.97947756606609
439560,1,4,3,39,6,2,0,6,-1,3,102119,438342,396504,289828,187375,215715,26688,15846,36623,16757,41414,7003,1,12028.916666666666,15413.12809651879,41414,-1,271647.1666666667,128590.00243163022,1629883,24055.166666666668,144331,1,0.08855298202380874,3.7079875329790974
207706,2,4,1,48,2,7,6,1,3,-1,123602,108150,461217,543,3903,434899,47764,30530,18073,25344,13864,35806,1,14283.25,17078.901727117744,47764,-1,188719.0,207440.83526924008,1132314,28563.5,171381,2,0.15135465957309424,5.451522825505996
75667,2,1,3,43,7,5,4,2,0,4,498044,403595,333135,450328,346841,448254,14984,48342,34653,36637,34191,21589,0,15868.166666666666,18385.00957961198,48342,0,413366.1666666667,64361.14837203161,2480197,31732.666666666668,190396,2,0.07676648266243498,32.7777895247231
24103,1,1,1,37,-1,-2,-1,0,8,-1,51689,378701,117822,285118,161334,418003,14449,33536,716,9903,43121,44460,0,12182.333333333334,17805.05630091598,44460,-2,235444.5,147926.3261312874,1412667,24364.166666666668,146185,1,0.10348157067440275,58.60959216451854
380017,2,2,1,29,4,4,6,8,3,-1,90331,178468,447261,182998,285794,23449,39979,18132,16232,10904,23970,15596,1,10403.083333333334,12893.16749613272,39979,-1,201383.5,149958.23972926597,1208301,20802.166666666668,124813,0,0.10329628130730398,3.1795972285366716
313951,2,2,2,60,-1,1,1,6,0,-1,65013,494759,92132,414597,478363,473873,13876,46787,15952,31578,21494,2121,1,10984.5,15526.467042382237,46787,-1,336456.1666666667,201773.33989049858,2018737,21968.0,131808,4,0.06529230900307208,6.430102149678039
354999,2,2,2,27,1,2,6,1,5,8,163827,131286,106530,199916,149733,64371,41593,28281,37441,19122,35970,32493,1,16243.583333333334,17788.30070303274,41593,1,135943.83333333334,47052.28938709217,815663,32483.333333333332,194900,0,0.2389467218689104,2.2976487257645863
114352,2,4,2,45,4,3,-1,2,8,-2,105087,127401,135531,17022,495118,17201,4776,6418,15727,24104,27995,34211,0,9437.083333333334,12712.743738314739,34211,-2,149560.0,177291.4208527869,897360,18871.833333333332,113231,2,0.12618235713634865,7.847348537779424
76822,2,4,2,48,1,2,7,-2,1,8,248843,386129,152123,410536,316364,207184,5563,24949,31666,41806,49658,27679,0,15111.5,18818.829310994977,49658,-2,286863.1666666667,101949.19296084037,1721179,30220.166666666668,181321,2,0.10534697437041392,22.404766863367204
17126,1,4,3,29,4,-2,1,8,7,-2,238010,217328,257239,272929,121044,97317,45066,32681,34426,24954,21255,34166,1,16047.0,17673.451893113066,45066,-2,200644.5,73641.452986073,1203867,32091.333333333332,192548,0,0.15994125596917272,70.29469811571326
181787,2,1,3,36,4,6,2,-1,3,4,450752,165397,356728,169071,218388,92098,27040,41912,32921,32624,8797,26187,1,14124.916666666666,16527.88819738177,41912,-1,242072.33333333334,134873.77424342607,1452434,28246.833333333332,169481,1,0.11668757409967222,7.989757243323286
299059,2,4,3,21,-2,-1,-1,6,6,2,17369,89331,463104,125446,370226,143909,35940,46823,30164,32838,23596,34631,1,17000.166666666668,18489.032443504708,46823,-2,201564.16666666666,174637.98848293765,1209385,33998.666666666664,203992,0,0.16867416083367276,4.043967912672603
202199,2,3,1,25,3,6,7,-1,-1,8,159939,382666,44218,296898,223238,124202,11264,15870,20680,40180,11760,2196,1,8497.666666666666,12422.214363670017,40180,-1,205193.5,122272.24705508605,1231161,16991.666666666668,101950,0,0.08280801617328457,6.08885800619148
224362,2,3,3,24,6,7,-2,2,-1,0,298328,393160,477184,104024,34253,342397,8313,7775,18665,31906,28062,18419,1,9429.333333333334,11892.393400315968,31906,-2,274891.0,171533.40546260952,1649346,18856.666666666668,113140,0,0.06859688628094493,7.3512716056758665
453037,2,2,3,47,-1,-1,4,5,4,-2,302400,283282,460661,161925,84301,93388,41747,3691,28229,3240,6289,10540,1,7812.083333333333,13423.551091328818,41747,-2,230992.83333333334,145467.90498720558,1385957,15622.666666666666,93736,2,0.06763268990302901,3.0592578531045826
180645,1,4,3,60,0,6,7,0,-1,8,240063,478656,26999,318265,395648,271559,17931,36917,3185,17108,47498,4966,1,10635.416666666666,16266.501542955379,47498,-1,288531.6666666667,154623.32353130513,1731190,21267.5,127605,4,0.07370941375581322,9.58338177082353
261854,2,3,2,24,7,3,-2,3,-1,7,407832,159081,180160,440772,324186,493213,22751,39757,43790,49465,42991,11704,1,17539.583333333332,20793.669034143903,49465,-2,334207.3333333333,138967.37920197914,2005244,35076.333333333336,210458,0,0.10495381110722438,7.657870416309631
393989,1,2,3,37,2,8,8,1,1,3,31361,109809,406571,266445,284912,216191,1398,20468,41265,9825,7778,9565,0,7526.833333333333,12403.71018418817,41265,1,219214.83333333334,133354.40163176716,1315289,15049.833333333334,90299,1,0.06865335298929083,3.338390158092387
204305,1,4,1,45,6,6,8,8,6,8,407743,338733,305788,379553,83810,320936,19294,19796,17319,29336,8619,48656,1,11921.833333333334,15552.90439309025,48656,6,306093.8333333333,115260.23031283022,1836563,23836.666666666668,143020,2,0.07787372390706016,8.989319889337073
314822,1,1,2,39,1,3,5,4,5,-2,247377,379204,389546,381530,418878,484685,38521,47711,28340,42147,25621,14327,0,16390.25,19016.13496780133,47711,-2,383536.6666666667,77560.76431203258,2301220,32777.833333333336,196667,1,0.0854620592554882,7.3095908163746195
432558,1,3,1,60,-2,3,0,7,-1,6,66880,112452,359516,332176,480370,68819,41063,45834,46611,29327,38644,11547,0,17753.25,20591.571956970427,46611,-2,236702.16666666666,176654.99334512645,1420213,35504.333333333336,213026,4,0.14999581048747618,3.2832891773975206
475265,2,1,3,68,1,8,7,0,5,-1,442850,38305,248385,122919,20443,209303,34937,11663,13581,18613,10953,41743,1,10959.166666666666,14487.340108668755,41743,-1,180367.5,157110.55727194148,1082205,21915.0,131490,4,0.12150193355221839,2.2770559582500773
82066,1,4,2,46,3,-1,3,3,1,-2,324614,405258,20609,433394,39015,425096,34608,39040,37122,4011,3048,20955,0,11565.916666666666,16401.56170756217,39040,-2,274664.3333333333,193622.92688900937,1647986,23130.666666666668,138784,2,0.08421430764576628,20.0812273046075
464027,1,3,1,68,2,5,4,7,-1,4,81772,488250,292134,218137,442362,466152,25311,31135,4136,18083,27276,21073,1,10586.25,12782.671787334888,31135,-1,331467.8333333333,162331.1591462547,1988807,21169.0,127014,4,0.06386441721088881,4.285972583482672
251136,2,4,3,31,-2,0,7,6,8,3,16824,322336,24283,22105,407776,300618,26916,7711,26168,9103,34579,22179,0,10556.5,13149.139436065423,34579,-2,182323.66666666666,180256.91139334065,1093942,21109.333333333332,126656,1,0.11577944717351031,4.355974452072359
136539,2,1,1,26,1,4,-2,8,7,3,70554,138933,301863,122306,308967,71710,37131,17838,44198,48043,12218,20826,1,15022.916666666666,18667.53160611096,48043,-2,169055.5,109073.03288851924,1014333,30042.333333333332,180254,0,0.17770692662056967,7.428888449399593
234976,2,3,1,22,3,2,3,7,4,2,304398,498336,400205,382774,472482,450735,12365,8873,27585,35751,36988,16328,1,11492.583333333334,14524.123315482188,36988,2,418155.0,70649.19645686001,2508930,22981.666666666668,137890,0,0.054959684008698946,10.677388328975395
490215,1,1,1,29,7,0,4,-2,3,8,89648,446633,292495,34566,323215,87223,11575,14757,30812,37469,47532,14316,1,13040.083333333334,16865.156983655186,47532,-2,212296.66666666666,164877.211197505,1273780,26076.833333333332,156461,0,0.12283204320987703,2.598410901333908
251382,2,4,3,53,7,-2,3,0,7,1,112881,256690,498510,73682,107992,176438,47496,30765,45381,21798,6853,44097,1,16367.166666666666,20257.08091612472,47496,-2,204365.5,157971.0276294359,1226193,32731.666666666668,196390,3,0.16016238879184586,4.877807480229778
171088,2,4,3,44,1,5,1,-1,2,8,12569,412660,227933,347113,364321,187753,1384,18763,35768,5498,25551,8085,0,7922.083333333333,12167.959128632074,35768,-1,258724.83333333334,147808.58322088968,1552349,15841.5,95049,2,0.06122914370411471,9.073394977969972
320366,1,1,1,54,6,0,-2,5,8,1,361465,407910,374413,446300,322855,223645,6973,19702,34793,13335,2842,9053,0,7226.333333333333,10823.214900752862,34793,-2,356098.0,77245.09346230348,2136588,14449.666666666666,86698,3,0.04057778102280806,6.669209591508871
127671,2,3,2,35,2,-1,8,4,-2,0,405182,467399,333606,316866,492872,395082,28516,26982,29319,12985,10333,28585,0,11394.25,13264.205326057727,29319,-2,401834.5,70025.86134207847,2411007,22786.666666666668,136720,1,0.05670659604055206,18.88453133429765
47173,2,1,2,21,5,-2,6,-1,-1,7,398424,420461,495715,111145,106947,401072,36891,4361,31649,24338,4490,17182,1,9910.416666666666,13852.294476553388,36891,-2,322294.0,168921.03712918647,1933764,19818.5,118911,0,0.06149199178386738,40.993025670595614
73151,2,4,3,43,6,1,1,3,5,5,63784,321839,356609,26706,298942,359827,26894,36939,40185,23048,20200,21076,1,14030.25,15736.132071388503,40185,1,237951.16666666666,151426.00363136665,1427707,28057.0,168342,2,0.11791074779340725,19.517258820528536
72742,2,1,3,29,7,5,4,0,-2,4,451650,304651,82015,307563,390083,11064,17753,20085,48961,21670,41041,40327,1,15821.25,18810.61585249138,48961,-2,257837.66666666666,174084.46132112615,1547026,31639.5,189837,0,0.12271093052080398,21.267300871281144
84432,1,4,3,57,2,0,4,5,0,6,336139,233678,477758,23699,169491,282422,48898,24019,39766,24798,28856,45181,0,17627.916666666668,19792.72720176109,48898,0,253864.5,153763.10557054967,1523187,35253.0,211518,3,0.13886541836285443,18.04039937443102
78025,2,1,3,41,3,-2,-1,7,-1,-2,448764,313242,333888,306361,189839,373746,35192,48714,35376,49351,11129,39527,0,18274.416666666668,21271.62006249955,49351,-2,327640.0,85422.5239172901,1965840,36548.166666666664,219289,2,0.11154977007278744,25.195001601727718
324028,2,3,3,45,-2,1,-2,0,2,4,223580,397608,29669,112789,443950,222312,41569,17218,6777,14917,2005,11746,1,7852.916666666667,12412.804499301468,41569,-2,238318.0,159639.06742774465,1429908,15705.333333333334,94232,2,0.06590074326455556,4.412914933263752
99121,1,3,2,62,8,6,5,7,1,7,218477,484518,328784,452328,202097,472468,2012,32410,40854,30763,27669,48998,1,15228.333333333334,19196.164116507203,48998,1,359778.6666666667,128541.43658395401,2158672,30451.0,182706,4,0.0846381478982983,21.77814993773491
179376,2,1,3,58,4,-2,5,6,4,1,392268,233643,441559,237546,312366,411905,11796,19625,36799,11975,6639,18158,1,8750.833333333334,11586.50328327461,36799,-2,338214.5,90299.11050447839,2029287,17498.666666666668,104992,3,0.05173836919072968,11.31303518859093
449426,1,1,1,46,1,8,4,-2,2,4,46648,286826,288520,111969,444619,319077,18708,44714,38521,23330,17136,8453,1,12573.25,16083.712326591316,44714,-2,249609.83333333334,145527.8744782822,1497659,25143.666666666668,150862,2,0.10073187554703658,3.332381749157075
242241,2,3,1,48,8,-1,5,2,5,-2,260437,222402,177009,426572,104913,31212,9130,42337,11554,10002,25509,24974,1,10293.583333333334,13857.157569339937,42337,-2,203757.5,136721.72578891768,1222545,20584.333333333332,123506,2,0.10102368419968097,5.04681288466838
337103,1,4,2,66,-1,6,0,0,1,2,418192,334244,410454,127017,490938,326173,3644,12081,45172,27909,45186,36264,1,14188.666666666666,18876.83610495502,45186,-1,351169.6666666667,125457.19736813295,2107018,28376.0,170256,4,0.08080424562102423,6.250368581690906
94436,1,3,1,57,2,-1,8,3,3,0,415096,314960,391256,153299,350976,455789,11254,34587,4864,13250,4091,4163,0,6018.666666666667,10097.294131987974,34587,-1,346896.0,106764.30859983125,2081376,12034.833333333334,72209,3,0.034692914687190254,22.040069464801135
104221,1,4,2,39,0,0,-1,7,1,2,478066,8916,272091,417138,248060,189722,26681,3258,12680,1839,33430,31714,0,9134.25,13513.572706558933,33430,-1,268998.8333333333,167350.04368857114,1613993,18267.0,109602,1,0.06790735771464441,15.486255169155102
30025,1,1,2,46,3,4,4,-1,-1,1,349136,270580,77180,154396,215460,419066,34787,48159,33151,40763,704,42903,0,16706.416666666668,20849.997590836283,48159,-1,247636.33333333334,125698.97576936205,1485818,33411.166666666664,200467,2,0.13492029306406644,49.48602830809372
92778,2,1,1,60,5,0,5,6,-2,-1,103885,44243,125493,205081,477182,156580,38701,17449,33685,6412,31495,13089,0,11737.0,15039.943725716772,38701,-2,185410.66666666666,152652.22666265524,1112464,23471.833333333332,140831,4,0.12659375943839388,11.9906012199876
146509,1,4,3,39,4,6,-2,3,-2,8,10140,13191,369241,173832,102862,285051,2146,41592,15666,18401,27576,34656,1,11671.166666666666,15507.771675303109,41592,-2,159052.83333333334,146206.11702855208,954317,23339.5,140037,1,0.14674054847587673,6.5137090553719315
96735,2,1,1,63,0,3,7,4,5,1,239707,395598,403041,58200,155841,324212,21399,15921,35075,23858,40593,19995,0,13071.75,15099.666547341669,40593,0,262766.5,137774.41578573288,1576599,26140.166666666668,156841,4,0.09948059081599095,16.298123739946266
53464,1,4,1,38,5,0,6,2,1,0,256851,129324,139632,19447,153896,338997,6110,31638,19396,21624,26583,20706,0,10505.916666666666,12406.011398133007,31638,0,173024.5,110950.88429886443,1038147,21009.5,126057,1,0.12142500050559177,19.417682926466078
69111,1,2,2,39,-1,6,8,6,2,-2,120131,170327,183992,362270,144503,441274,21560,49179,8,36283,17630,14040,1,11559.916666666666,16798.869980709653,49179,-2,237082.83333333334,131825.3344170485,1422497,23116.666666666668,138700,1,0.09750459930664353,20.58278711029239
235781,1,3,1,54,7,-2,1,-2,8,7,62348,32042,38815,322568,234269,117311,21698,43837,8130,29838,12137,31219,1,12239.833333333334,15588.630990292737,43837,-2,134558.83333333334,118724.9249575112,807353,24476.5,146859,3,0.18190184466994994,3.424164796979298
111103,2,2,2,66,6,7,1,2,5,5,293104,89750,356730,141183,494589,131184,24910,8018,44130,14768,4262,18049,0,9513.583333333334,13843.866771037721,44130,1,251090.0,157926.78169455618,1506540,19022.833333333332,114137,4,0.07576101530654629,13.559849868918393
188492,1,4,3,21,1,0,0,8,4,2,382127,382802,1788,147799,444393,352020,44641,27374,11134,2585,26730,41545,0,12835.333333333334,17415.59793734202,44641,0,285154.8333333333,172005.64042311715,1710929,25668.166666666668,154009,0,0.0900148398910241,9.076931646918293
256674,2,3,3,49,-2,-2,3,7,5,1,496577,246765,23270,472502,163974,88596,40254,17426,5645,38379,44416,48145,1,16189.75,20392.266293087236,48145,-2,248614.0,197567.46340123922,1491684,32377.5,194265,2,0.1302320062425217,5.811589798710381
348293,2,4,3,53,5,-1,-2,8,5,7,379151,440334,2172,493835,211435,232135,31836,21716,34110,17626,25737,46754,1,14816.75,16984.432482423428,46754,-2,293177.0,181329.6085265724,1759062,29629.833333333332,177779,3,0.10106465832352636,5.050523553430444
29262,2,3,1,41,4,5,3,3,3,2,396816,198621,322659,236717,334740,10017,44270,16759,22035,44486,36955,8156,0,14390.083333333334,18222.216347875685,44486,2,249928.33333333334,137421.3847545813,1499570,28776.833333333332,172661,2,0.1151403402307894,51.24632629173514
401711,2,3,2,22,8,4,-1,4,7,1,308230,134350,208693,401225,8575,70489,33923,16797,39829,19752,14921,709,1,10496.166666666666,14492.95997017068,39829,-1,188593.66666666666,147801.70998965696,1131562,20988.5,125931,0,0.1112895272197977,2.8168558988854753
317671,2,3,3,25,2,-1,6,1,-1,0,492961,173799,148773,368342,410076,339423,40942,27127,43072,35882,22406,21923,1,15946.583333333334,17801.84150054724,43072,-1,322229.0,135208.7293587215,1933374,31892.0,191352,0,0.09897309056597484,6.086089066971533
50061,2,3,2,34,7,-1,-1,-2,3,2,319978,356385,456350,148658,439899,373730,28188,9598,42299,46978,16230,36444,0,14978.75,18542.446436242146,46978,-2,349166.6666666667,110843.84385912762,2095000,29956.166666666668,179737,1,0.08579331742239342,41.84894428713272
438053,2,4,2,46,2,6,4,8,-2,1,430126,277502,96401,29281,428600,57659,26260,26869,15650,32557,5463,48872,1,12974.166666666666,16827.413725732476,48872,-2,219928.16666666666,183836.01114190512,1319569,25945.166666666668,155671,2,0.11797109510747981,3.012350103747692
461227,2,3,3,29,4,3,-2,5,-2,-2,472892,452095,194684,71278,187527,113854,36204,13948,25277,20674,20849,39171,1,13010.75,15103.611976941145,39171,-2,248721.66666666666,172019.44660841886,1492330,26020.5,156123,0,0.10461694129307551,3.2355651338641587
39928,2,3,3,28,2,2,4,7,8,0,464929,301084,470155,419147,230999,49452,984,14449,32507,28369,38214,29027,1,11964.416666666666,15539.850633764052,38214,0,322627.6666666667,164204.05125534104,1935766,23925.0,143550,0,0.0741566904263872,48.4814165485754
145670,1,2,2,52,5,7,2,1,0,7,190707,246509,213553,365606,6194,216706,34518,36937,16099,27172,19748,1317,1,11317.75,14795.423795736793,36937,0,206545.83333333334,116138.92236699403,1239275,22631.833333333332,135791,3,0.1095729357889818,8.507414017927456
405038,1,1,3,51,8,3,5,0,0,7,39331,392876,277346,332167,199697,63058,46725,1479,2054,29241,32508,41277,0,12775.583333333334,18700.12797456615,46725,0,217412.5,143805.5845768863,1304475,25547.333333333332,153284,3,0.1175062764712873,3.220623743937061
376647,1,1,2,67,3,6,1,4,8,5,85936,473766,40168,65324,230213,218648,35697,19047,24783,7340,37930,8857,1,11140.083333333334,14563.499601015817,37930,1,185675.83333333334,162278.64605106448,1114055,22275.666666666668,133654,4,0.11997073753080416,2.957822576569154
100415,1,2,2,25,2,8,7,-1,2,4,29611,177922,395083,319965,453487,366049,1839,20376,640,34925,16136,2780,1,6393.166666666667,11347.232724992975,34925,-1,290352.8333333333,157996.80385427634,1742117,12782.666666666666,76696,0,0.044024597659029774,17.34917094042375
112581,1,2,3,60,6,4,4,5,-2,-1,52698,124938,211379,386076,446993,341694,18894,24255,47532,7252,39875,42517,1,15028.416666666666,18936.837863411925,47532,-2,260629.66666666666,155636.07246993438,1563778,30054.166666666668,180325,4,0.11531368263262733,13.890247910270027
191531,2,4,1,55,8,7,3,3,7,-2,92325,308108,400257,430300,483048,140230,40479,33450,39834,730,16946,28312,1,13314.75,17336.451430570945,40479,-2,309044.6666666667,160478.27801377565,1854268,26625.166666666668,159751,3,0.08615313428259229,9.681294411820115
247416,2,4,3,21,-1,7,2,4,3,0,170547,249436,126898,6615,442552,336881,47930,18484,9600,31239,12805,6427,0,10541.666666666666,15311.112650818706,47930,-1,222154.83333333334,155355.0249968332,1332929,21080.833333333332,126485,0,0.0948925261584864,5.387400168116098
312944,2,4,1,48,-2,6,1,2,4,2,271769,494592,211239,342237,4100,463856,18508,10656,14378,5845,11122,19327,1,6654.083333333333,7762.949807882115,19327,-2,297965.5,180391.9503245641,1787793,13306.0,79836,2,0.04465617663787438,5.712820824154759
190767,2,2,2,23,5,1,4,6,7,7,355841,231180,393274,9548,320730,173762,42059,44243,49141,38520,9995,4277,1,15688.75,20866.635443932977,49141,1,247389.16666666666,141897.97736460753,1484335,31372.5,188235,0,0.1268143646817418,7.780879292499327
236642,2,2,2,20,0,-1,2,2,8,8,105463,37165,486938,353436,34118,164559,43190,49051,18677,43298,36856,31900,1,18582.583333333332,20730.19288362808,49051,-1,196946.5,184415.54314400943,1181679,37162.0,222972,0,0.18869083735922473,4.993530311588841
376260,2,3,1,38,8,5,2,8,0,-2,336261,488684,29812,317810,136297,285719,6164,1000,39186,47236,44375,14121,1,12675.25,19179.48019072372,47236,-2,265763.8333333333,161372.35943173993,1594583,25347.0,152082,1,0.09537415111029318,4.237981714760437
